업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
골든빈커피,7시간 전,5,5,5,"
            디카페인 아메리카노/1(HOT or ICE 선택(hot)),디카페인 카페라떼/1(HOT or ICE 선택(hot),추가 선택(샷추가))
          ",캬아...이맛이쥐.
골든빈커피,9시간 전,5,4,1,"
            콜드브루/1(HOT or ICE 선택(hot),콜드브루 선택(과테말라)),밀크티라떼/1(HOT or ICE 선택(ice))
          ",배달이 예정된 시간보다 늦게 배송된 점 빼고는 맛이 괜찮았습니다
골든빈커피,어제,5,5,5,"
            자몽에이드 ice/1,분다버그핑크그레이프푸르트/1
          ",맛있게 잘 먹었어요~~~
골든빈커피,어제,5,5,5,"
            생딸기라떼（500mL）/1(옵션 선택(빨대 필요해요)),스트로베리 생크림 크로플/1(추가 선택(크로플 1개 추가))
          ",우왕~ 넘 맛있어욤~ 👍👍👍
골든빈커피,어제,5,5,5,"
            아메리카노/1(HOT or ICE 선택(ice)),떠먹는티라미수/1(포크 선택(포크 1개))
          ","티라미수 너무 달지 않아서 좋아요💚💚 저번엔 크로플 시켰었는데, 골든빈커피 디저트는 전부 성공이네여🥰"
골든빈커피,2일 전,5,5,5,"
            썸머라떼/1,플레인 크로플/1
          ",맛잇어요 ㅎㅎㅎ또시켜먹을거에요
골든빈커피,2일 전,5,5,5,"
            아메리카노/1(HOT or ICE 선택(hot),추가 선택(에스프레소 샷추가)),디카페인 카페라떼/1(HOT or ICE 선택(hot))
          ","커피맛집이구만요!
냄새만 맡아도 원두가 탓는지 신선한지 알 수 있는
개코원숭이인지라
첫향에 맛있겠다 했고 마셔보니 좋네요.
긍데 커피가 흘러서왔네유....ㅜㅜ"
골든빈커피,4일 전,4,5,5,"
            아메리카노/1(HOT or ICE 선택(ice)),라떼/1(HOT or ICE 선택(ice),추가 선택(디카페인))
          ",커피가 진한 편입니다. 디카페인 메뉴가 있어 좋아요!
골든빈커피,5일 전,4,3,3,"
            아메리카노/1(HOT or ICE 선택(ice)),떠먹는티라미수/1(포크 선택(포크 2개))
          ",맛있었어요 ㅎㅎ 다음에 또 시킬게요
골든빈커피,5일 전,5,5,5,"
            바나나 생크림 크로플/1,생크림카스테라/1(포크 선택(포크 2개))
          ",디저트도 맛있어용ㅋ
골든빈커피,일주일 전,5,5,5,"
            아메리카노/1(HOT or ICE 선택(ice)),플레인 크로플/1,초코칩쿠키/1
          ",맛있고 깔끔하게 포장돼서 옵니더
골든빈커피,일주일 전,5,5,5,"
            아메리카노/1(HOT or ICE 선택(ice)),라떼/1(HOT or ICE 선택(ice)),검은깨쿠키/1
          ",굿!!!!!!!!!!!!
골든빈커피,2022년 3월 23일,5,5,5,"
            썸머라떼/1,생딸기라떼（500mL）/1(옵션 선택(빨대 필요해요))
          ",늘 이용하는데 좋아요~
골든빈커피,2022년 3월 23일,5,5,5,"
            썸머라떼/3
          ",배달도 빠르고 무료배달이라 감사해요.썸머라떼 가끔씩 생각나 주문했어요.아이스크림이랑 커피가 어울려 맛있어요
골든빈커피,2022년 3월 22일,5,5,5,"
            바나나 생크림 크로플/1,뉴욕치즈케이크/1(포크 선택(포크 2개))
          ",맛나게 잘먹었습니다!
골든빈커피,2022년 3월 22일,5,5,5,"
            바닐라라떼/1(HOT or ICE 선택(ice),추가 선택(스틱설탕 （2개）)),더치（250mL）/1(메뉴 선택(골든빈블랜딩)),플레인 크로플/1
          ","크로플도 커피도 맛있네요~
5잔정도 마실수 있어 좋아요"
골든빈커피,2022년 3월 22일,4,4,3,"
            카라멜마끼아또/1(HOT or ICE 선택(ice)),콜드브루/1(HOT or ICE 선택(hot),콜드브루 선택(신당동블렌딩)),블루베리스무디 ice/1
          ",배달이 지연된 점과 블루베리 스무디가 약간 단맛이 덜 나는 점 빼고는 괜찮았습니다.
골든빈커피,2022년 3월 17일,5,5,5,"
            딸기스무디 ice/1,플레인 크로플/1
          ",맛도 좋고 양도 많아서 좋았어요!!
골든빈커피,2022년 3월 16일,5,5,5,"
            아메리카노/1(HOT or ICE 선택(ice)),바닐라라떼/1(HOT or ICE 선택(ice)),디카페인 바닐라라떼/1(HOT or ICE 선택(ice))
          ",바닐라아주좋아요. 아메는 산미있다고 싫어하네요ㅋㅋ 내거만맛있음됨 구뜨
골든빈커피,2022년 3월 16일,5,5,5,"
            라떼/1(HOT or ICE 선택(ice),추가 선택(디카페인)),디카페인 카페라떼/1(HOT or ICE 선택(ice))
          ",커피 맛있어요~ 디카페인인데도 맛이 진하고 깊네요. 리뷰로 주신 드립커피도 잘 먹을게요!
골든빈커피,2022년 3월 16일,1,3,5,"
            썸머라떼/1(추가 선택(헤이즐럿 시럽 추가)),바닐라라떼/1(HOT or ICE 선택(hot)),바나나 생크림 크로플/1(추가 선택(바닐라 아이스크림 추가)),감자빵＋고구마빵/1(조리 선택(조리 O（데워서 제공）))
          ","와나열받아...
바나나를상하기직전꺼를보냈네요 몇시간지나도상한걸로분류될것같은정도로 익은걸보냈어요..
이걸먹으라는건지 ㅡㅡ몇개먹다가 토할것같아서 바나나는결국다버렸구요 
바나나다버리면왜비싼바나나크로플시켰는지 돈아깝고..
아이스크림도 제일단가싼거같은아이스크림이고
리뷰보고 낚였네요 다른분들은리뷰이벤트때문에잘써준건지.
음료도얼음빼달라고했는데넣어놓고
커피자체도맛있는커피가아니예요..
특히바닐라라떼는느끼하고
고구마감자빵은신기해서시켰는데
어떻게데운건지 고구마빵은겉이다굳어서 너무딱딱하고먹으면체할것같아서 버렸고
주문한것중그나마정상은감자빵인데 신기하기만함"
골든빈커피,2022년 3월 15일,4,4,4,"
            아메리카노/1(HOT or ICE 선택(hot),추가 선택(헤이즐럿 시럽 추가,스틱설탕 （1개）,스틱설탕 （2개）)),카푸치노/1(HOT or ICE 선택(ice),추가 선택(스틱설탕 （1개）,스틱설탕 （2개）))
          ",설탕 빠진 것 빼고는 괜찮았습니다
골든빈커피,2022년 3월 15일,4,4,4,"
            아메리카노/1(HOT or ICE 선택(ice),추가 선택(스틱설탕 （1개）,스틱설탕 （2개）)),카라멜마끼아또/1(HOT or ICE 선택(ice),추가 선택(스틱설탕 （1개）,스틱설탕 （2개）))
          ",그럭저럭 괜찮습니다
골든빈커피,2022년 3월 15일,5,5,5,"
            아메리카노/1(HOT or ICE 선택(ice)),디카페인 연유라떼/1(HOT or ICE 선택(ice))
          ",서비스 드립 맛있었습니다 배달도 빠르고 좋아요
