업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
공차 약수점,어제,5,5,5,"
            타로 밀크티 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(코코넛 추가)),제주 그린티 밀크티＋펄 J/1(당도 선택(30%（Little Sugar）))
          ",이번에도 잘먹었 습니다
공차 약수점,2일 전,5,5,5,"
            초콜렛 밀크티 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Regular （보통）),토핑 추가(밀크폼 추가,펄 추가)),그린 밀크티 （Jumbo, Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）),토핑 추가(펄 추가))
          ",양많고 맛있었어요!
공차 약수점,2일 전,5,5,5,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Regular （보통）)),우롱티 （Jumbo,Ice）/2(당도 선택(0%（Sugar Free）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가))
          ",배달도 빠르고 맛있어요. 감사합니다. 수고하세요.
공차 약수점,일주일 전,5,5,5,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Regular （보통）)),타로 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Regular （보통）))
          ",배달 빨라서 좋아요! 감사합니다
공차 약수점,일주일 전,5,5,5,"
            망고 요구르트 （Large）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Regular （보통）),토핑 추가(알로에 추가)),타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Regular （보통）))
          ","프러포즈 받았습니다...🧡
배달도 엄청 빨리오고 정말 펄도 많이 넣어주셔서 감사해요❤️"
공차 약수점,2022년 3월 23일,5,5,1,"
            제주그린밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),브라운슈가주얼리밀크티 （Large）/1
          ","배달기사님 오배송으로 재배달받느라 예정시간보다도 삼십분 늦게 도착했어요..
공차 맛있는건 변함이 없네요"
공차 약수점,2022년 3월 23일,5,5,5,"
            초코바른 초코 스무디/1(토핑 추가(펄 추가)),초콜렛쿠키크림스무디/1(토핑 추가(밀크폼 추가,펄 추가))
          ",대박 너무 맛있어요
공차 약수점,2022년 3월 23일,5,5,5,"
            초코바른피스타치오스무디L/1(토핑 추가(펄 추가)),초콜렛쿠키크림스무디/1(토핑 추가(밀크폼 추가,펄 추가))
          ",대박 너무 맛있어요
공차 약수점,2022년 3월 22일,5,5,5,"
            초당옥수수밀크티＋펄L/1(당도 선택(0%（Sugar Free）)),블랙 밀크티 （Jumbo,Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Less （거의없음）))
          ","배달이 빠르네요
양도 만구요"
공차 약수점,2022년 3월 20일,5,5,5,"
            브라운슈가치즈폼스무디 （Large）/1,블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）))
          ",잘 먹었습니다 감사해요
