업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
던킨-시청역점,6분 전,5,5,5,"
            시나몬 츄로넛/1,보스톤 크림/1,소금 우유도넛/1,솔티 카라멜 바이츠/1,페이머스 글레이즈드/1,스트로베리필드/1,바질베이글/1
          ",깔끔한 포장 좋고 빠르네요
던킨-시청역점,6분 전,5,5,5,"
            버라이어티6EA/1,소금 우유도넛/2
          ",깔끔한 포장 좋고 빠름
던킨-시청역점,4시간 전,5,5,5,"
            초코에 반한 엔젤 도넛/1,해피먼치킨컵 10EA/1,카카오 후로스티드/2,페이머스 글레이즈드/2
          ",항상 잘 이용하고 있습니다
던킨-시청역점,6시간 전,5,5,1,"
            초코에 반한 엔젤 도넛/1,보스톤 크림/1,바질베이글/1,크림치즈（플레인）/1,윈터빌리지 아이스 아메리카노（캔）/1(용기선택（필수）(캔),사이즈 선택(사이즈UP（ICE）))
          ",맛있게 잘 먹을게요
던킨-시청역점,어제,5,5,4,"
            페이머스 글레이즈드/2,바닐라라떼（캔）/1(용기선택（필수）(캔),사이즈 선택(사이즈UP（HOT）)),카페모카（캔）/1(용기선택（필수）(캔),사이즈 선택(사이즈UP（HOT）))
          ",직원분들이 다 친절하시고 커피랑 빵도 맛있어요!
던킨-시청역점,5일 전,4,4,5,"
            카카오 후로스티드/1,소금 우유도넛/1,솔티 카라멜 바이츠/1,바바리안필드/1,카푸치노츄이스티/1,카카오하니딥/1,던킨카페모카롤/1
          ",던킨은 유일하게 한국에서 사먹을수있는 도너츠인것같아요
던킨-시청역점,2022년 3월 17일,5,5,5,"
            시나몬 츄로넛/1,보스톤 크림/1,올리브츄이스티/1,블루베리베이글/1,요거트 올드훼션드/1,윈터빌리지 아메리카노/1
          ","맛있는 도너츠, 커피와 함께 행복한 하루
#식후감"
던킨-시청역점,2022년 3월 16일,5,5,5,"
            미니도넛세트（6개입）/1,페이머스 글레이즈드 기프트팩（6개입）/1
          ",맛있어요~~~ 미니로 여러가지 먹을수있어 좋아요
던킨-시청역점,2022년 3월 16일,5,5,2,"
            초코에 반한 엔젤 도넛/1,카카오하니딥/2,（At Home）던킨 블루베리베이글 5입/1
          ",귀여운 마크곤잘레스 도넛츠
던킨-시청역점,2022년 3월 16일,5,5,5,"
            페이머스 글레이즈드/1,카카오하니딥/1,내쉬빌핫치킨버거/2
          ",항상 던킨 먹고 싶을때 시청역점만 가요~ 핫치킨 버거 인기 메뉴라고 해서 시켜봤는데 저한텐 너무너무 매웠어서 다음엔 도넛만 주문할까봐요😭 도넛은 항상 맛있어요!
던킨-시청역점,2022년 3월 15일,5,5,5,"
            소금 우유도넛/5,카카오하니딥/1
          ",소금 우유도넛이쫄깃하고맛나요
던킨-시청역점,2022년 3월 14일,5,5,5,"
            페이머스 글레이즈드/6,허쉬 초코 （ICE）/1(사이즈 업(사이즈UP （ICE）))
          ",맛있어요 자주시킬게요
던킨-시청역점,2022년 3월 13일,5,5,5,"
            허니후리터/1,（캡슐） 윈터빌리지 블렌드 10개입/2
          ",감사합니다.
던킨-시청역점,2022년 3월 13일,5,5,5,"
            솔티 카라멜 바이츠/1,（캡슐） 윈터빌리지 블렌드 10개입/2
          ",감사합니다.
던킨-시청역점,2022년 3월 13일,5,5,5,"
            해피먼치킨컵 10EA/1,카푸치노츄이스티/1,베이컨에그 잉글리쉬머핀/2
          ",맛있늠데 빵또먹고싶다
던킨-시청역점,2022년 3월 12일,5,5,4,"
            켈로그우유도넛/1,（At Home）던킨 블루베리베이글 5입/2
          ",이벤트할때 냉동실에 쟁여두기 좋아요
던킨-시청역점,2022년 3월 12일,5,5,5,"
            해피먼치킨컵 10EA/1,보스톤 크림/1,페이머스 글레이즈드/2,올리브츄이스티/1,카푸치노츄이스티/1
          ",할인행사 덕분에 저렴하게 구입했고 직원분들 친절하셔서 좋았어요 포장도 깔끔해요
던킨-시청역점,2022년 3월 12일,5,5,4,"
            시나몬 츄로넛/2,던킨카페모카롤/2,허니후리터/2,요거트 올드훼션드/1
          ",돈킨 조아요오오로로
던킨-시청역점,2022년 3월 11일,5,5,1,"
            페이머스 글레이즈드/1,（캡슐） 윈터빌리지 블렌드 10개입/1,（캡슐）던킨 센트럴파크 블렌드 （10개입）/1
          ",커피가 진하고 좋아요
던킨-시청역점,2022년 3월 10일,5,5,5,"
            바바리안필드/1,（캡슐） 윈터빌리지 블렌드 10개입/1,（캡슐）던킨 센트럴파크 블렌드 （10개입）/1
          ",커피가 진하고 맛나요
던킨-시청역점,2022년 3월 10일,5,5,5,"
            딸기 츄이스티/3,러블리 듀얼 하트/2,보스톤 크림/1
          ",딸기도넛 맛있어요
던킨-시청역점,2022년 3월 10일,5,5,5,"
            솔티 카라멜 바이츠/1,（캡슐） 윈터빌리지 블렌드 10개입/2
          ",감사합니다.
던킨-시청역점,2022년 3월 10일,5,5,3,"
            페이머스 글레이즈드/1,（캡슐） 윈터빌리지 블렌드 10개입/2
          ",감사합니다.
던킨-시청역점,2022년 3월 8일,5,5,5,"
            스트로베리필드/2,카라멜마끼야또（H）（캔）/1(용기선택（필수）(종이／플라스틱컵),사이즈 선택(사이즈UP（HOT）)),유자 캐모마일티 （S） （HOT）/1
          ",직원분이 친절히 응대해서 또 가고싶어요. 늘 평온하시길 진심으로 바랍니다 ~^^
던킨-시청역점,2022년 3월 5일,5,5,5,"
            페이머스 글레이즈드/1,（캡슐） 윈터빌리지 블렌드 10개입/1,（캡슐）던킨 센트럴파크 블렌드 （10개입）/1
          ",커피 풍미가 넘 좋네요
던킨-시청역점,2022년 3월 3일,5,5,5,"
            시나몬 츄로넛/1,소금 우유도넛/1,카카오하니딥/1,던킨카페모카롤/1,허니후리터/1,（At Home）소시지로만든모짜렐라（그릭슈바인）/1,（At Home）크림치즈프렛즐1개입/1
          ",도넛 뭇잇어요 좋어용
던킨-시청역점,2022년 3월 1일,5,5,5,"
            버라이어티10EA/1
          ","늦은 시간이라 메뉴가 많이 남지 않아서 대체 품목들로 받았는데, 솔직히 던킨이면 다 맛있어서 아무거나 주셔도 되는데, 연신 죄송하다며 친절하게 골라주셔서 너무 만족합니다. 늦은 밤까지 친절하게 응대해주신 점원분께 감사 드려요.
#식후감 #던킨 #도너츠"
던킨-시청역점,2022년 2월 27일,5,5,5,"
            보스톤 크림/2,페이머스 글레이즈드/4,스트로베리필드/2
          ",맛있게 잘 먹었어요
던킨-시청역점,2022년 2월 24일,5,5,5,"
            페이머스 글레이즈드/1,（캡슐） 윈터빌리지 블렌드 10개입/1,（캡슐）던킨 센트럴파크 블렌드 （10개입）/1
          ",가끔 포장해 먹는데 맛나요
던킨-시청역점,2022년 2월 23일,5,5,5,"
            미니도넛세트（6개입）/1,소금 우유도넛/1,페이머스 글레이즈드/2,플레인베이글/2
          ",항상 주문해요. 맛있어요
던킨-시청역점,2022년 2월 17일,5,5,5,"
            켈로그우유도넛/1,페이머스 글레이즈드/1,올리브츄이스티/1,아이스흑임자라떼（캔）/1(용기선택（필수）(캔)),밀크티라떼（캔）/1(용기선택（필수）(캔))
          ",깬으로 처음 시켜보는데 신기하네요 ㅎㅎ
던킨-시청역점,2022년 2월 17일,5,5,5,"
            미니도넛세트（6개입）/4
          ",잘받았어용. 픽업 편리하네요.
던킨-시청역점,2022년 2월 16일,5,5,4,"
            켈로그초코바바리안/2,페이머스 글레이즈드/1,윈터빌리지 아이스 아메리카노/1,윈터빌리지 아메리카노/1
          ",도너츠 포장꼼꼼하고 커피도 맛있어요
