업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
커피팩토리-남산점,22시간 전,4,5,5,"
            디카페인 아메리카노/1(선택(ONLY ICED)),치즈케이크/1
          ",치즈 맛 많이 나는 치즈 케이크예요
커피팩토리-남산점,2일 전,4,5,5,"
            디카페인 카페라떼/1,브라우니/1(브라우니 추가 선택(바닐라 아이스크림 추가))
          ","브라우니 맛있어용 근데 전화가 없어서 불편 ㅠ
디카페인 아이스라고 기재해 주세요"
커피팩토리-남산점,3일 전,5,5,5,"
            솔티드카라멜라떼 500ml보틀＋얼음컵/1,솔티드카라멜라떼 500ml보틀＋얼음컵/1(추가 선택(얼음컵 추가))
          ","조아용
배달비도저렴하구 보틀이구"
커피팩토리-남산점,3일 전,5,5,5,"
            아이리쉬라떼 500ml보틀＋얼음컵/1,솔티드카라멜라떼 500ml보틀＋얼음컵/1
          ",.
커피팩토리-남산점,4일 전,5,5,5,"
            딸기우유/1(선택(ONLY ICED)),햄치즈 토마토 파니니 샌드위치/1
          ",완전 마싯어요!!! 딸기찜하고 샌뒤치 존맛
커피팩토리-남산점,4일 전,5,5,5,"
            바닐라라떼 500ml보틀＋얼음컵/2,다크초코라떼/1(선택(ONLY ICED))
          ",여기 바닐라라떼 너무 맛있어요♡양도많고!
커피팩토리-남산점,2022년 1월 4일,5,5,5,"
            솔티드 카라멜라떼/1(HOT or ICE 선택(HOT)),리얼딸기우유 ONLY ICED/1
          ",커피도 딸기우유도 너무 맛있습니다. 딸기우유에 딸기 과육 많아서 너무 좋아요!!
커피팩토리-남산점,2021년 7월 2일,5,5,5,"
            수제 초코 브라우니/1,버터 크로플/1,아메리카노/2(HOT or ICE 선택(ICED))
          ",왕 맛있어용!!! 배달도 빠르고요
커피팩토리-남산점,2021년 6월 19일,5,5,5,"
            버터 크로플/1,아메리카노/1(HOT or ICE 선택(ICED))
          ",매번 오는 귀여운 오리통대신 오뚜기 메이플이네요 오늘은! 이것저것 다 발라서 맛있게 잘 먹었어요 ㅎㅎ
커피팩토리-남산점,2021년 6월 5일,5,5,5,"
            다크초코라떼/1(HOT or ICE 선택(ICED)),피치에이드/1
          ",피치에이드랑 다크 초콜렛라떼 정말 맛있게 잘 마셨습니다!!
커피팩토리-남산점,2021년 5월 23일,5,5,3,"
            연유라떼/1(HOT or ICE 선택(ICED)),솔티드 카라멜라떼/1(HOT or ICE 선택(ICED)),바닐라라떼/1(HOT or ICE 선택(ICED))
          ","맛도 양도 굿굿
재구매의사 100%"
커피팩토리-남산점,2021년 5월 13일,5,5,5,"
            버터 크로플/1,아메리카노/1(HOT or ICE 선택(ICED))
          ",생각날때마다 시켜먹어요 ㅎㅎ 짱맛!!
커피팩토리-남산점,2021년 5월 9일,5,5,5,"
            버터 크로플/2,수제 치즈 케이크/1,솔티드 카라멜라떼/1(HOT or ICE 선택(ICED)),밀크티/1(HOT or ICE 선택(ICED),추가(달달하게（x1.5배 당도）)),다크초코라떼/1(HOT or ICE 선택(ICED),추가(덜 달게（X0.5배 당도）))
          ",여기서 먹어본 게 첫 크로플인데 너무 맛있네요. 저는 개인적으로 아이스크림만 얹어먹는 게 제일 좋았어요! 그리고 여기 치즈케이크도 괜찮아요. 엄마랑 동생은 치즈케이크를 더 좋아했어요.
커피팩토리-남산점,2021년 5월 9일,4,4,4,"
            버터 크로플/2
          ","크로플 맛있어서 또 시켜먹었어요
누텔라 대신 아이스크림으로 변경해서
진짜 맛있게 잘 먹었습니당
담에 또 시켜먹을게용~"
커피팩토리-남산점,2021년 5월 1일,5,5,5,"
            버터 크로플/1,카페라떼/1(HOT or ICE 선택(ICED))
          ",너무 맛있어요 정말로!! 커피까지 완벽 또 시켜먹을래여
