업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
와플대학-대학로점,21시간 전,5,5,5,"
            크림와플/1(크림 선택(밀크),토핑 선택(초코칩)),아메리카노 /1(HOT or ICE 선택(ICE)),그린티라떼 /1(HOT or ICE 선택(ICE))
          ",와플대학 너무 먹고싶어서 시켰는데 너무 맛있어용 !!!
와플대학-대학로점,어제,5,5,5,"
            크림와플/1(크림 선택(초코),토핑 선택(토핑 X)),오레오누텔라와플 /1,오레오젤라또컵 /1(젤라또 선택(초코))
          ",배달 대박빨라요 감사합니다
와플대학-대학로점,어제,5,5,5,"
            애플시나몬와플/1,젤라또컵 /2(젤라또 선택(플레인요거트))
          ",와플안좋아하는데 갑자기땡겨서 맛낫어요
와플대학-대학로점,2일 전,3,4,5,"
            오레오누텔라와플 /1,치즈케이크누텔라젤라또와플 /1
          ","원래 안그랬던것같은데 먼가 크림이 너무 느끼했어요,,"
와플대학-대학로점,3일 전,5,5,5,"
            초코범벅젤라또와플 /1,젤라또와플/1(젤라또 선택(초코바닐라))
          ",와플 녹았어요...ㅠㅠ
와플대학-대학로점,5일 전,5,5,5,"
            오레오누텔라와플 /1,싸만코젤라또와플 /1
          ",역시 맛있어요!!!
와플대학-대학로점,6일 전,5,5,5,"
            애플시나몬와플/1,크림젤라또와플/1(젤라또 선택(플레인요거트),크림 선택(밀크),토핑 선택(초코칩))
          ",포장도 꼼꼼하고 크림 양도 딱 적당해서 좋아요. 자가격리 중 와플이 너무 먹고 싶었는데 잘 먹었습니다 :)
와플대학-대학로점,6일 전,5,5,5,"
            애플시나몬와플/1,딸기와플 /1,딸기누텔라와플 /2
          ",제가 먹었던 와플대학중 최고입니다 ^^ 정말 맛있어요 ~ 대만족입니다 ^^
와플대학-대학로점,2022년 3월 22일,5,5,5,"
            애플시나몬와플/1,초코범벅젤라또와플 /1,아메리카노 /1(HOT or ICE 선택(ICE))
          ",잘 먹었습니다
와플대학-대학로점,2022년 3월 18일,5,5,5,"
            딸기누텔라와플 /1,젤라또와플/1(젤라또 선택(바닐라))
          ",와플은 언제 먹어도 맛있네요 감사합니다
와플대학-대학로점,2022년 3월 16일,5,5,5,"
            스노우와플/2(크림 선택(초코)),블루베리와플 /1
          ","딸들이 너무 좋아해서 주문했어요
앞으로 자주 애용할께요"
와플대학-대학로점,2022년 3월 13일,5,5,5,"
            크림와플/1(크림 선택(밀크),토핑 선택(토핑 X)),초코범벅젤라또와플 /1,젤라또와플/1(젤라또 선택(바닐라)),스무디 /1(스무디 선택(딸기자두))
          ",아이스와플 맛집이에요
와플대학-대학로점,2022년 3월 12일,5,5,5,"
            티라미수와플 /1,딸기누텔라와플 /1
          ",줜맛입니당 조큼 느끼하긴한데 맛잇어요
와플대학-대학로점,2022년 3월 12일,5,5,5,"
            초코범벅젤라또와플 /1,크림젤라또와플/1(젤라또 선택(녹차),크림 선택(초코),토핑 선택(초코칩))
          ",와플은 역시 와플대학
와플대학-대학로점,2022년 3월 11일,5,5,5,"
            애플시나몬와플/1,치즈케이크누텔라젤라또와플 /1,유자차 /1(HOT or ICE 선택(HOT))
          ",맛있러요 ㅎㅎ 추천드립니다~~~
와플대학-대학로점,2022년 3월 10일,5,5,5,"
            딸기듬뿍와플 /1,아메리카노 /1(HOT or ICE 선택(ICE)),브라운슈가라떼 /1(HOT or ICE 선택(ICE))
          ",너무 맛있어요!! 굿
와플대학-대학로점,2022년 3월 8일,5,5,5,"
            오레오누텔라젤라또와플 /1,오레오젤라또컵 /1(젤라또 선택(초코))
          ",배달도 빠르고 맛있었습니다~
와플대학-대학로점,2022년 3월 7일,5,5,5,"
            바나나누텔라와플 /1,딸기젤라또컵 /1(젤라또 선택(바닐라))
          ",너무 맛있어용!!!!
와플대학-대학로점,2022년 3월 5일,5,5,5,"
            딸기케이크와플 /1,티라미수와플 /1,오레오누텔라와플 /1
          ",크림이 미쳤고 바삭바삭
와플대학-대학로점,2022년 3월 2일,4,4,5,"
            딸기케이크와플 /1,싸만코젤라또와플 /1
          ",생각보다 더 달고 느끼했지만 맛있고 친절하셔서 좋았어요 !!
와플대학-대학로점,2022년 2월 26일,5,5,5,"
            스노우와플/2(크림 선택(밀크)),애플시나몬와플/1
          ",맛있어요 추억의 와플
와플대학-대학로점,2022년 2월 25일,5,5,5,"
            애플시나몬와플/2,오레오젤라또컵 /1(젤라또 선택(바닐라))
          ","맛있어요
하지만 젤라또는 양이 작어요"
