업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
요거프레소-신당점,어제,5,5,1,"
            플레인 요거트 아이스크림/1,딸기&망고 요거트 빙수/1(추가 선택(치즈큐브 추가（5개）))
          ",배달예정 시간보다..쫌 넘어서 오길래 설마했는데 녹아서 왔더라구요 ㅠㅠ 그것만빼면 맛있고 괜찮았어요
요거프레소-신당점,5일 전,5,5,5,"
            크러쉬아메리카노/1,프루티 요거트 아이스크림（블루베리）/1,메리딸기/1
          ",2차 해장으로 최고입ㄴ다 꿀맛
요거프레소-신당점,5일 전,5,5,5,"
            초코쿠키스무디/1,메리딸기/1
          ",맛있어요 ~~~
요거프레소-신당점,2022년 3월 13일,5,5,5,"
            블루베리 요거트 스무디/1(추가 선택(사이즈 변경)),밀크폼 흑임자 버블라떼（ONLY ICE）（L）/1,블루베리베이글/1(추가 선택(크림치즈 추가)),솜사탕마카롱/1
          ","#식후감
맛있게 잘 먹었습니다"
요거프레소-신당점,2022년 3월 12일,5,5,5,"
            복숭아 요거트 스무디/1,메리딸기/1,크림치즈프레즐/1
          ",해장의 끝판왕 으키야
요거프레소-신당점,2022년 3월 1일,5,4,5,"
            치즈큐브 요거트 아이스크림（딸기）/1,치즈큐브 요거트 아이스크림（블루베리）/1,마스카포네티라미수케이크/1,치즈향 크림 크래커/1
          ",Big up! 😝😝😝
요거프레소-신당점,2022년 1월 31일,5,5,5,"
            피스타치오스무디/1,밀크폼 쑥임자 버블라떼（ONLY ICE）（L）/1,스파클링에이드（레몬）/1(추가 선택(사이즈 변경))
          ","레몬에이드 맛있었고
서비스로 주신 과자도 맛있었어요"
요거프레소-신당점,2022년 1월 30일,4,5,5,"
            메리딸기/1,딸기&망고 요거트 빙수/1,바닐라 아이스슈（2개）/1
          ",맛있게 넘넘 잘먹었어요
요거프레소-신당점,2022년 1월 30일,5,5,5,"
            블루베리 요거트 스무디/1(추가 선택(사이즈 변경)),순수요거트（딸기）/1
          ",같은 메뉴인데 다른데보다 싼 느낌 굳
요거프레소-신당점,2022년 1월 29일,5,5,5,"
            프루티 요거트 아이스크림（딸기）/1,블루베리 요거트 스무디/1,피스타치오마카롱/1,초코마카롱/1
          ","#식후감
맛있게 잘 먹었습니다"
요거프레소-신당점,2022년 1월 28일,5,5,5,"
            블루베리 요거트 스무디/1(추가 선택(사이즈 변경)),크림치즈프레즐/2
          ",사진을 못 찍었네요 ㅜ 맛있었어요!
요거프레소-신당점,2022년 1월 26일,5,5,5,"
            메리딸기/1
          ",메리딸기 맛있게 잘 먹었어요:-)
요거프레소-신당점,2022년 1월 25일,5,5,5,"
            크러쉬아이스티（복숭아）/1,플레인 요거트 아이스크림/1,프루티 요거트 아이스크림（망고）/1
          ",밤 늦게 주문했는데 배송도 빠르고 맛있었어요! 특히 요거트 아이스크림 맛있었어용
요거프레소-신당점,2022년 1월 24일,5,5,5,"
            플레인 요거트 아이스크림/2,메리치즈（R）/1
          ",언제나 잘 먹고 있습니다. 감사합니다
요거프레소-신당점,2022년 1월 22일,5,5,5,"
            메리딸기/1,상그리아자몽티/1(HOT／ICED 선택(HOT변경)),카라멜마카롱/1
          ",딸기가 싱싱해요 요거트아이스크림 땡기면 늘 여기서 먹어요 ㅎㅎ 맛있게 잘 먹었습니다
요거프레소-신당점,2022년 1월 21일,5,5,5,"
            플레인 요거트 아이스크림/1,메리딸기/1,로아커 크림 바닐라/1,마카다미아/1
          ",아침에 눈 뜨자마자 메리딸기 먹고싶어서 시켰는데 상태좋게 배달왔어요 리뷰이벤트 서비스도 대박..! 덕분에 맛있게 잘먹었습니다ㅎㅎ
요거프레소-신당점,2022년 1월 18일,3,3,5,"
            프루티 요거트 아이스크림（딸기）/1,홍시 아이스드림 빙수/1
          ",빙수를 시켰는데 얼음이 안왔더라고요ㅠ 원래 리뷰 쓰면 5점만 등록해서 5점 했어요 그런데 원래 이 빙수가 요거트 아이스크림이랑 기타 등등만 올라가고 우유얼음은 안들어가나요?? 진짜 순수하게 궁금해서 그래요…
