업체명,맛,양,배달,주문메뉴,상세리뷰
에그박스-상왕십리점,5,5,3,"
            오리지널 에그 세트（토스트＋감자튀김＋콜라）/1,햄치즈 에그 세트（토스트＋감자튀김＋콜라）/1
          ",맛잇어숑   치즈 잘먹엇습니다
에그박스-상왕십리점,5,5,5,"
            오리지널 에그 /1,햄치즈 에그  /1,베이컨 치즈 에그 /1
          ",잘먹었습니다~~^^
에그박스-상왕십리점,5,3,5,"
            오리지널 에그 /10,햄치즈 에그  /10
          ",포장이 좀더 깔끔하게 되었으면 좋겠습니다
에그박스-상왕십리점,5,5,5,"
            오리지널 에그 /1,베이컨 치즈 에그 /1,와사비 게살 마요 에그 /1
          ","배달이 예상보다 빨리왔어요 
에그박스는 맛있어요"
에그박스-상왕십리점,5,5,5,"
            오리지널 에그 /1,햄치즈 에그  /2,베이컨 치즈 에그 /2,와사비 참치 마요 에그 /1
          ",맛있게 잘 먹었습니다
에그박스-상왕십리점,5,5,5,"
            폭풍 치즈앤치즈 에그 /1,직화불고기 치즈 에그 /1
          ",양도 많구 가성비 최고!! 맛있어요
에그박스-상왕십리점,5,5,5,"
            오리지널 에그 /1,햄치즈 에그  /1,직화불고기 치즈 에그 /1
          ","맛있어요!!!….
Good~"
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그  /1,와사비 게살 마요 에그 /1,직화불고기 치즈 에그 /1
          ","요렇게 음식 식지 말라고 보온되게끔 포장해서
보내주셨네요? 신경쓰신 배려가 느껴지네요
서비스로 주신 감자도 감사하구요~ 맛있게 잘먹고 또 주문할게요^^
오늘도 수고하셨어요 ㅋ"
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그  /1,베이컨 치즈 에그 /1,감자튀김/1,아메리카노（20oz）/1(HOT or ICE 선택(ICE))
          ",처음 주문했는데 아이들이 생각 이상으로 좋아하네요.만족스런 주문이었습니다. 요즘 라이더들 배달상태 정말 무성의하고 기분나쁜 경우가 빈번한데 오늘 라이더분은 깔끔하고 기분좋은 배달을 하고 가셨네요. 이 부분도 흡족합니다.
에그박스-상왕십리점,4,4,2,"
            오리지널 에그 세트（토스트＋감자튀김＋콜라）/1,불고기 버거/1
          ",배달이 오래걸렸고 다 식어서 왔어요 맛은 있는데 아쉽네요
에그박스-상왕십리점,5,5,5,"
            페퍼로니 에그  /3
          ",요청사항도 잘 들어주시고 직원분도 친절하시고 페페로니에그가 맛있어요
에그박스-상왕십리점,5,5,5,"
            오리지널 에그 /1,베이컨 치즈 에그 /1,폭풍 치즈앤치즈 에그 /1,펩시콜라 /1
          ",주문하고 후회한적이없어요
에그박스-상왕십리점,5,5,4,"
            오리지널 에그 /1,와사비 참치 마요 에그 /1,직화불고기 치즈 에그 /1
          ","항상 가서 포장해서 먹었는데 포장도 괜찮네요~ 
약간 따뜻하게 먹는게 좋아서 전자레인지에 몇초 살짝 돌리니까 
더 맛있어요~ 
불고기 처음 먹어봤는데 괜찮네요!! 
불고기만 먹지 말고 계란이랑 같이 
먹어야 밸런스가 맞는거 같아요 ㅎㅎ !
기본은 부들부들 계란스타일 ~ 밑에 빵을 아래까지 더 파서 
넣어먹으면 끝까지 먹을 수 있답니다~ 
(배달기사님 쎈쓰있게 문자까지 해주셨네요)"
에그박스-상왕십리점,4,4,5,"
            오리지널 에그 /1,리얼 새우버거/1
          ",오리지널 에그는 너무 맛있네요 기본이 역시 최고인듯.. 새우버거는 워낙 롯데리아와 맘스터치를 좋아해서 한번막어봤는데 오리지널만 못하네요ㅎㅎㅎ 오리지널은 자주 사먹을듯 싶습니다! 포장도 빨리 쳐리해주셔서 정말 좋네요
에그박스-상왕십리점,5,4,5,"
            베이컨 치즈 에그 세트（토스트＋감자튀김＋콜라）/1,와사비 스팸 마요 에그 세트（토스트＋감자튀김＋콜라）/2
          ",맛있어요!!! 배달이 조금 늦았지만 맛있어서 넘어가요
에그박스-상왕십리점,5,5,5,"
            베이컨 치즈 에그 /1,와사비 게살 마요 에그 /1,치즈스틱（2EA）/1
          ",푸짐한 양과 맛은 정말 만족스럽습니다
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그 세트（토스트＋감자튀김＋콜라）/1,햄치즈 에그  /2
          ",맛잇게 잘 먹었습니다!
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그 세트（토스트＋감자튀김＋콜라）/1,햄치즈 에그  /1
          ",좋아요~~~~!!!😋😋😋😋😋😋
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그  /1,치킨너겟/1,아메리카노（20oz）/1(HOT or ICE 선택(ICE)),바닐라 라떼（20oz）/1(HOT or ICE 선택(ICE))
          ",잘머것숨미다 ㅎ_ㅎ마시써요
에그박스-상왕십리점,5,5,5,"
            베이컨 치즈 에그 /1,윙봉세트（윙5＋봉5）/1,펩시콜라 /1
          ","맛있는 냄새에 홀려서 사진을 깜빡해버렸네요ㅠㅠ
담엔 꼭 잘 찍을게요! 맛있게 잘 먹었습니다~"
에그박스-상왕십리점,5,5,4,"
            베이컨 치즈 에그 /1,직화불고기 치즈 에그 /1,펩시콜라 /1
          ",푸짐하니 맛도있고 좋아요
에그박스-상왕십리점,5,5,5,"
            오리지널 에그 /2,햄치즈 에그  /1
          ","배달예상시간 40분이었지만 기사님이 없었나봐요
1시간만에왔고 늦는다 죄송하다 사장님 친절히 전화주셨어요.
한입먹고 식어 맛이없나싶어
에어프라이어 150도 4분돌리니 갓 한것처럼 맛있어요.
리뷰이벤트 신청했지만 치즈스틱품절이라 다음에주시겠다고 쪽지넣어주셨네요.
맛있게 잘 먹고 있습니다.^^"
에그박스-상왕십리점,5,5,5,"
            오리지널 에그 /1,햄치즈 에그  /2
          ",맛있게 잘 먹었습니다
에그박스-상왕십리점,4,5,1,"
            햄치즈 에그  /1,페퍼로니 에그  /1,아메리카노（20oz）/1(HOT or ICE 선택(ICE))
          ",하나 먹었는데도 배부르네요 맛있게 잘 먹었습니다
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그  /1,베이컨 치즈 에그 /1,그릴포테이토에그/1,감자튀김/1
          ",양도 많이 주시고 맛있습니다. 거의 마감때 포장방문했는데 맛있게 준비해주셨어요!
에그박스-상왕십리점,5,5,5,"
            베이컨 치즈 에그 세트（토스트＋감자튀김＋콜라）/2,불고기 버거 세트（버거＋감자튀김＋콜라）/1
          ",맛있어서 다 먹었네요.
에그박스-상왕십리점,1,1,5,"
            직화불고기 치즈 에그 /1,잭 다니엘 치킨 버거/1,아메리카노（20oz）/1(HOT or ICE 선택(ICE)),칠성사이다 /1
          ",시간이 엄청 많으신분만 시켜드시는게 좋을거 같습니다
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그 세트（토스트＋감자튀김＋콜라）/1,베이컨 치즈 에그 /1
          ","감사합니다 너무 맛있어요~^^
잘먹었습니다 ㅎㅎ 날씨가 추워서 전자렌지 데워먹으니 더 맛있군요"
에그박스-상왕십리점,5,5,5,"
            베이컨 치즈 에그 /1,직화불고기 치즈 에그 /1,아메리카노（20oz）/1(HOT or ICE 선택(ICE))
          ",집이랑 가까워서 자주 먹는데 맛있어요 계란도 많고
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그  /1,베이컨 치즈 에그 /1,윙봉（2EA）/1,펩시콜라 /1
          ",양도 많구 요청사항에 적은걸 깜박하구 전화로 말씀드렸는데 친절하게 대응해주셔서 감사합니다ㅠㅠㅠㅠ맛은 역시 믿고 먹어용
에그박스-상왕십리점,5,5,5,"
            폭풍 치즈앤치즈 에그 /1,불고기 버거/1
          ",요청사항 잘 들어주셔서 감사합니다~
에그박스-상왕십리점,5,5,5,"
            오리지널 에그 /1,베이컨 치즈 에그 /1,멕시칸 치킨 에그 /1
          ",아침 점심 저녁 세끼 모두 알차게 먹었습니다.
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그  /4,감자튀김/1
          ",좋았어요2ᆢ네네네네
에그박스-상왕십리점,5,5,4,"
            햄치즈 에그  /1,감자튀김/1,윙봉（2EA）/2
          ",맛있습니다맛있습니다
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그  /1,와사비 게살 마요 에그 /1,직화불고기 치즈 에그 /1
          ",리뷰이벤트 적었는데 안왔네요... ㅠㅠ
에그박스-상왕십리점,5,5,3,"
            햄치즈 에그  /1,감자튀김/1,윙봉（2EA）/2
          ",감자튀김 너무 맛있습니다
에그박스-상왕십리점,5,5,5,"
            햄치즈 에그  /1,감자튀김/1,윙봉（2EA）/2
          ",윙봉 너무 맛있습니다.
에그박스-상왕십리점,5,5,1,"
            오리지널 에그 /1,베이컨 치즈 에그 /1,와사비 게살 마요 에그 /1,아메리카노（20oz）/1(HOT or ICE 선택(ICE))
          ",팩에 깔끔하게 포장돼서 왔더라구요! 하나 먹으니까 배불러서 나머지는 나중에 데워서 먹어야겠어요. 리뷰이벤트로 주시는 감자튀김도 엄청 넉넉했어요. 맛있게 먹었습니다 :)
에그박스-상왕십리점,5,5,5,"
            직화불고기 치즈 에그 세트（토스트＋감자튀김＋콜라）/1,와사비 스팸 마요 에그 /1
          ",맛있어요!!!!!!!!!
에그박스-상왕십리점,5,5,5,"
            와사비 스팸 마요 에그 /1,치즈스틱（2EA）/1,자몽에이드/1
          ",자몽에이드가 맛있고 토스트 빵이 부드러워서 좋았습니다. 잘 먹었어요
