업체명,맛,양,배달,주문메뉴,상세리뷰
백년가짬뽕-광화문직영점,5,5,5,"
            찹쌀탕수육＋짬뽕＋짜장면/1(탕수육 사이즈 선택(변경안함))
          ","이색적인 짬뽕 맛이 매력이네요
맛있게 잘 먹었습니다"
백년가짬뽕-광화문직영점,5,5,5,"
            [고객 만족도 1위] 꾸덕 짜장면/1(추가 선택(곱뻬기 추가)),불향가득 볶음밥/1(추가 선택(곱뻬기 추가),추가 옵션(짬뽕국물))
          ",찻주문해봤는데 좋네요 맛도 가격도
백년가짬뽕-광화문직영점,5,5,5,"
            찹쌀탕수육＋짬뽕＋볶음밥/1(추가 선택(짬뽕 곱배기),추가 선택(탕수육 （중）))
          ",찹쌀탕수육 정말 맛있었어요! 짬뽕도 불맛이 사악 올라와서 좋았고요!ㅠ
백년가짬뽕-광화문직영점,5,5,3,"
            미니 탕수육＋짜장면＋군만두 2ps /1
          ","혼자 먹기 좋은 양이에요.
짜장면도 잘 불지 않고
탕수육 만두도 바삭해요"
백년가짬뽕-광화문직영점,5,5,5,"
            [판매 1순위＋] 백년가 짬뽕/1,[고객 만족도 1위] 꾸덕 짜장면/1
          ",맛있게 잘먹었습니다
백년가짬뽕-광화문직영점,5,5,5,"
            찹쌀탕수육＋짬뽕2/1(탕수육 사이즈 선택(변경안함)),[판매 1순위＋] 백년가 짬뽕/1,불향가득 볶음밥/2
          ",짬뽕 탕수육이 맛있어요
백년가짬뽕-광화문직영점,5,5,5,"
            찹쌀탕수육＋짜장면＋볶음밥/1(추가 선택(짜장면 곱배기))
          ",탕수육 진짜 바삭하고 누린내없이 맛있어요. 짜장면도 꾸덕하게 붇지않고 잘먹었습니다 볶음밥도 굳굳
백년가짬뽕-광화문직영점,5,5,5,"
            미니 탕수육＋볶음밥＋군만두 2ps/1
          ","기사님이 안잡혀서 배달이 늦어져서 아쉬웠는데
한입먹고 기분이 좋아졌어요
렌지에 데워먹었더니
탕수육 육즙이 살아있고
군만두도 맛있었어요!
집 근처인데
다음엔 직접 방문해야겠습니다"
백년가짬뽕-광화문직영점,3,5,5,"
            찹쌀탕수육＋짬뽕2/1(탕수육 사이즈 선택(변경안함))
          ",면과 배달은 맘에 들지만 짬뽕보다는 마라탕에 가까운 이국적인 맛이었습니다..탕수육도 튀김옷이 너무 두꺼워요..
백년가짬뽕-광화문직영점,5,5,5,"
            미니 탕수육＋볶음밥＋군만두 2ps/1
          ","맛있게 잘 먹었습니다.
서비스 감사해요~"
