업체명,맛,양,배달,주문메뉴,상세리뷰
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 닭고기 덮밥（CHICKEN BOWL）/1(CHOOSE SIZE-사이즈 선택(LARGE),밥 선택(RICE（쌀밥）),CHOOSE SAUCE-소스 선택(PEPPER（페퍼）))
          ",괜찮아요.. 페퍼소스가 그리웠는데.. 담에는 시그니쳐로 시켜볼게요.
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 닭고기 덮밥（CHICKEN BOWL）/2(CHOOSE SIZE-사이즈 선택(REGULAR),밥 선택(RICE（쌀밥）),CHOOSE SAUCE-소스 선택(YUM YUM（염염）),EXTRA-추가 선택(CHICKEN 100g （치킨 추가）))
          ","너무 맛있어서 단골 되겠어요 !
얌얌소스 짱"
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 새우 닭고기 덮밥（COMBO BOWL）/1(CHOOSE SIZE-사이즈 선택(REGULAR),밥 선택(RICE（쌀밥）),CHOOSE SAUCE-소스 선택(YUM YUM（염염）),EXTRA-추가 선택(CHICKEN 100g （치킨 추가）))
          ",버0택스는 수퍼푸드다
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 닭고기 플레터/1(소스선택(TERIYAKI SAUCE（데리야끼）))
          ",Good value and very tasty.
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 새우 닭고기 덮밥（COMBO BOWL）/1(CHOOSE SIZE-사이즈 선택(REGULAR),밥 선택(FRIED RICE （CHANGE ／ 볶음밥으로 변경）),CHOOSE SAUCE-소스 선택(YUM YUM（염염）),EXTRA-추가 선택(GARLIC FLAKES（마늘 후레이크）))
          ","첫주문!! 성공
맛있게 먹었습니다~~~~"
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 새우 닭고기 덮밥（COMBO BOWL）/1(CHOOSE SIZE-사이즈 선택(REGULAR),밥 선택(RICE（쌀밥）),CHOOSE SAUCE-소스 선택(YUM YUM（염염）))
          ",항상 맛잇게 먹고 았어요
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 닭고기 덮밥（CHICKEN BOWL）/1(CHOOSE SIZE-사이즈 선택(SMALL),밥 선택(RICE（쌀밥）),CHOOSE SAUCE-소스 선택(TERIYAKI（데리야끼）)),미국식 새우 닭고기 덮밥（COMBO BOWL）/1(CHOOSE SIZE-사이즈 선택(SMALL),밥 선택(RICE（쌀밥）),CHOOSE SAUCE-소스 선택(TERIYAKI（데리야끼）))
          ",굿~~~~~~~~~~
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 닭고기 플레터/1(소스선택(YUM-YUM SAUCE（염염）))
          ",항상 맛있게 먹고이써용
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 닭고기 플레터/1(소스선택(TERIYAKI SAUCE（데리야끼）))
          ",Solid meal. Just like teryaki chicken you get in the states. Good value too.
버텍스미국식덮밥-이태원본점,5,5,5,"
            미국식 닭고기 덮밥（CHICKEN BOWL）/2(CHOOSE SIZE-사이즈 선택(REGULAR),밥 선택(RICE（쌀밥）),CHOOSE SAUCE-소스 선택(YUM YUM（염염）))
          ",역시 너무맛있어요 하 설레
