업체명,맛,양,배달,주문메뉴,상세리뷰
미친피자-본점,5,5,5,"
            미.친 더블치즈 2X/1(사이즈 선택(L),도우 선택([기본도우] 오리지널))
          ",진짜ㅜ미쳤다고밖에 할말이 엄따
미친피자-본점,5,5,5,"
            ㅁ주문수1위／ㅁ한판에 두가지맛 반반/1(사이즈 선택(L),（반／반）피자 선택(미.친 더블치즈2X,미.친 페퍼로니2X),도우 선택([도우추가] 치즈크러스트),세트 추가선택(SET.코카콜라1.25＋치즈오븐스파게티 추가))
          ","너무 맛있게 잘 먹었습니다
두가지맛 선택한게 후회가 없었어요
다음에 또 이용하겠습니다"
미친피자-본점,5,5,5,"
            ㅁ주문수1위／ㅁ한판에 두가지맛 반반/1(사이즈 선택(L),（반／반）피자 선택(슈퍼콤비네이션2X,화이트고구마무스베이컨),도우 선택([기본도우] 오리지널))
          ","리뷰가 늦었어요ㅠㅜ 여기 진짜 맛있습니다. 아는집에서 먹고 알게되서 시킨건데 진짜 맛있어요. 도우도 쫄깃하고 맛있고 토핑도 엄청 정말 엄청 올려주시는데😆😆😆👍👍👍고구마 넘 좋아요 진짜ㅠㅠ 최고. 그리고 서비스 주시는 치즈스파게티 진짜 맛있어요👍👍👍👍두께 보시라고 찍었지만 사진으로 잘 안 느껴지네요ㅠㅜ 진짜 맛있어요. 올리브도 폭탄이라고할만큼 많이 넣어주시네요
사장님 가게 오래오래해주세요~~~계속 먹게요ㅎㅎ"
미친피자-본점,5,5,5,"
            ㅁ주문수1위／ㅁ한판에 두가지맛 반반/1(사이즈 선택(L),（반／반）피자 선택(미.친 더블치즈2X,미.친 페퍼로니2X),도우 선택([기본도우] 오리지널)),스프라이트 1.5L/1
          ","매우 맛잇게 먹었습니다.
새우링이 진짜 맛잇어요 ㅎㅎ 추천드려요~
그리고 치즈피자에 치즈양이 많아서 고소함이 넘쳐요 ㅎㅎ
담에도 또 시키려고 합니다 ㅎㅎ"
미친피자-본점,5,5,5,"
            스파이시 콤비네이션/1(사이즈 선택(M),도우 선택([기본도우] 오리지널))
          ",맛있게 잘 먹었어요.
미친피자-본점,4,5,5,"
            （헤비）미.친.피.자 시그니처/1(사이즈 선택(L),도우 선택([기본도우] 오리지널))
          ",양이 엄청나네요 4식구가 한조각씩먹었습니다~~~^^
미친피자-본점,5,5,5,"
            ㅁ주문수1위／ㅁ한판에 두가지맛 반반/1(사이즈 선택(L),（반／반）피자 선택(（헤비）미.친.피.자 시그니처,울트라콤비네이션2X),도우 선택([기본도우] 오리지널))
          ",양도 엄청 많고 맛있습니다!!배달도 빨리왔어요!
미친피자-본점,5,5,5,"
            한판에 네가지맛 쿼터/1(사이즈 선택(L),（네가지）피자 선택(슈퍼콤비네이션2X,불고기,치킨바베큐,（매운）핫치킨),도우 선택([도우추가] 치즈크러스트)),핫윙/1(갯수선택(5P)),（ 추가 ） 갈릭디핑소스/2,（ 추가 ） 핫소스/2,（ 추가 ） 피클/2,코카콜라 1.25L/1
          ",배달도 빠르고 너무 맛있었어요 ㅜㅜ
미친피자-본점,5,5,5,"
            슈퍼콤비네이션 2X/1(사이즈 선택(L),도우 선택([기본도우] 오리지널))
          ",다음에 또 시킬게요. 맛집인정!
미친피자-본점,5,5,5,"
            ㅁ주문수1위／ㄹㅂ2개ㅁ한판에 두가지맛 반반/1(사이즈 선택(M),（반／반）피자 선택(미.친 페퍼로니2X,고르곤졸라맛있다＋꿀),도우 선택(씬크러스트))
          ",소스는 시판인가요? 단짠씬도우하니까 쭉쭉잘드갑니다. 윙도 실하고맛있습니다!
미친피자-본점,5,5,5,"
            ㅁ주문수1위／ㄹㅂ2개ㅁ한판에 두가지맛 반반/1(사이즈 선택(L),（반／반）피자 선택(미.친 더블치즈2X,보니다니 하와이안（페퍼로니）),도우 선택(오리지널))
          ",배달 빠르고 엄청 맛있었습니다 !!
미친피자-본점,5,5,5,"
            미.친 페퍼로니 2X/1(사이즈 선택(L),도우 선택(오리지널)),포테이토베이컨/1(사이즈 선택(L),도우 선택(오리지널))
          ","보정x ㅁ ㅣ친 비주얼때메 열자마자 사진찍을 생각 않고 허겁지겁 먹었네요 ㅜㅠ 페퍼로니가 너무 많이 들어가서 살짝 짜다고 느끼실 분 계실 거 같은데, 전 맛있게 먹었습니다~"
미친피자-본점,5,5,5,"
            ㅁ주문수1위／ㄹㅂ2개ㅁ한판에 두가지맛 반반/1(사이즈 선택(L),（반／반）피자 선택(미.친 페퍼로니2X,슈퍼콤비네이션2X),도우 선택(오리지널))
          ",양미쳤습니다.. 잘먹었습니다
