업체명,맛,양,배달,주문메뉴,상세리뷰
자코비버거-이태원점,5,5,5,"
            클래식 더블 치즈 버거/1,버섯 버거/1,（작은사이즈） 까르보나라 파스타/1
          ",배달빠르고 맛있게 잘 먹었습니다~~^^
자코비버거-이태원점,5,5,5,"
            자코비 버거/1,아보카도 베이컨 버거/1
          ",너무 맛있습니다!!
자코비버거-이태원점,5,5,5,"
            클래식 더블 치즈 버거 세트/1(음료 선택(콜라),감자튀김 선택(감자튀김))
          ",너무 맛있게억었습니다
자코비버거-이태원점,5,5,5,"
            클래식 더블 치즈 버거 세트/1(음료 선택(닥터페퍼),감자튀김 선택(감자튀김)),감자튀김/1
          ",감자튀김이 예술입니다. 물론 햄버거 맛도 뛰어나고요~~
자코비버거-이태원점,5,5,5,"
            클래식 트리플 치즈 버거/1,자코비 더블 패티 버거/1
          ","수제버거 매니아인데 왜 여기가 유명한지 알겠어요
너무 맛있고 빵이랑 패티 식감도 부드러워서 좋음
최고"
자코비버거-이태원점,5,5,5,"
            자코비 버거 세트/1(음료 선택(닥터페퍼),감자튀김 선택(감자튀김)),자코비 버거 세트/1(음료 선택(스프라이트),감자튀김 선택(감자튀김)),자코비 버거 세트/1(음료 선택(제로콜라),감자튀김 선택(감자튀김)),자코비 버거 세트/1(음료 선택(제로콜라),감자튀김 선택(칠리 치즈 감자튀김))
          ","항상 맛있어요~
서비스 감사합니다~!"
자코비버거-이태원점,5,5,5,"
            클래식 더블 치즈 버거 세트/1(음료 선택(닥터페퍼),감자튀김 선택(감자튀김)),자코비 버거/1,1／2 발사믹 치킨 샐러드/1
          ",정말 너무너무너무 맛있어요~~~ 더블치즈버거 자코비버거 감튀 샐르드… 모두 다 대만족입니다. 서비스로 온 코울슬로도 완벽했고요. 곧 또 주문하렵니다~~
자코비버거-이태원점,5,5,5,"
            클래식 더블 치즈 버거 세트/1(음료 선택(스프라이트),감자튀김 선택(과카몰리 감자튀김))
          ",맛있습니다~~~ 햄버거 생각날땐 자코비버거
자코비버거-이태원점,5,5,5,"
            클래식 더블 치즈 버거 세트/1(음료 선택(스프라이트),감자튀김 선택(치즈 감자튀김)),자코비 버거 세트/1(음료 선택(스프라이트),감자튀김 선택(감자튀김))
          ",맛있어요!!! 감사합니다!!
자코비버거-이태원점,5,5,5,"
            자코비 버거/1,할라피뇨 올리브 파스타/1
          ",버거 뿐만이아니라 샐러드 파스타 다 맛있어요
자코비버거-이태원점,5,5,5,"
            클래식 트리플 치즈 버거/1
          ",맛있게 잘 먹습니다
자코비버거-이태원점,5,5,5,"
            자코비 버거 세트/1(음료 선택(닥터페퍼),감자튀김 선택(감자튀김))
          ",너무 맛있게  먹었습니다
자코비버거-이태원점,5,5,5,"
            （작은사이즈） 까르보나라 파스타/1
          ","배고파서 사진을 못 찍었네요...
자코비 까르보나라 큰거 예전에 시켜보고 너무 맛있었던 기억이 있었는데 양이 너무 많았어서 한동안 안 시켰다가 오랜만에 보니깐 작은사이즈가 생겼길래 시켜봤어요-! 너무 만족이에요!.!ㅎㅎ 자주 시켜먹울 듯 합니다!"
자코비버거-이태원점,5,5,5,"
            클래식 더블 치즈 버거/2
          ",맛있게 잘먹었습니다!
자코비버거-이태원점,5,5,3,"
            자코비 버거 세트/1(음료 선택(콜라),감자튀김 선택(감자튀김))
          ",맛있어요!!!!!!
자코비버거-이태원점,5,4,4,"
            자코비 버거/2
          ","마눌님이 좋아하는 버거.
우린 롯데리아 한우버거파였는데,
이제 자코비버거로 바꿨다."
자코비버거-이태원점,5,4,5,"
            클래식 더블 치즈 버거/4
          ",이번에도 맛있게 잘 먹었어요!!
자코비버거-이태원점,5,5,5,"
            자코비 버거/2
          ","동네에 맛집이 있어서 너무 좋아요 ~
맛있게 먹었습니다 감사해요 ^^"
자코비버거-이태원점,5,5,5,"
            자코비 버거 세트/2(음료 선택(콜라),감자튀김 선택(감자튀김))
          ",배달도 빠르고 맛있어요! 감튀맛집! 코울슬로도 맛나요
